49,24,29,88,79,75,100,73,87,13,1,21,74,48,55,61,33,35,69,32,38,100,91,33,81,44,45,42,61,70,72,96,30,70,9,37,66,19,73,34,50,17,100,13,63,11,88,57,95,1,51,15,2,32,20,39,68,41,57,76,76,85,10,25,100,66,84,92,27,83,72,17,56,17,39,66,30,26,67,70,64,32,31,58,57,42,74,77,24,56,19,74,100,53,89,68,53,74,63,15
54,28,72,89,9,27,74,55,3,50,66,8,88,93,28,22,9,84,78,82,15,19,44,75,82,1,71,27,58,23,10,47,54,30,83,85,54,11,3,59,70,80,15,55,67,33,16,55,33,47,40,44,85,58,9,16,30,5,47,9,41,68,79,17,16,90,28,36,90,93,48,24,5,93,86,67,41,60,56,53,75,41,21,53,32,66,99,9,48,87,94,76,52,27,11,30,59,68,30,84
20,14,33,35,38,25,6,64,62,84,76,59,27,55,16,68,34,63,83,11,17,47,66,23,18,22,99,74,97,80,92,71,18,20,18,28,96,95,27,81,16,7,37,34,66,73,19,98,94,12,39,46,78,13,55,65,33,32,90,52,32,93,71,65,48,46,66,7,6,83,29,17,17,11,36,51,51,25,96,63,91,52,85,26,11,42,41,69,6,23,66,7,39,20,94,15,23,100,69,14
92,18,68,96,77,17,1,27,20,58,7,27,86,53,89,33,85,25,43,22,17,57,47,96,70,39,36,54,7,77,79,50,54,33,57,44,70,13,97,17,45,10,2,7,92,37,93,12,27,72,89,32,29,67,17,4,72,88,12,87,44,98,39,2,48,87,17,20,45,12,12,57,59,15,86,4,79,34,90,63,100,29,70,81,6,94,89,91,85,81,70,78,55,18,38,97,69,44,43,69
29,38,84,31,20,61,84,60,87,28,34,59,83,85,19,64,9,48,51,45,60,66,12,2,67,73,12,38,72,35,16,37,22,94,82,32,47,34,3,60,17,44,52,9,61,52,79,64,85,67,74,93,71,19,1,7,19,94,11,66,36,6,91,2,43,76,30,51,90,18,54,16,51,64,43,77,10,67,13,73,98,48,35,76,98,72,20,16,60,15,81,2,8,19,17,58,34,71,74,95
96,99,5,94,36,62,34,87,93,37,50,4,88,18,44,36,14,100,64,39,86,82,35,82,100,77,27,39,91,24,43,62,69,67,95,13,30,81,80,95,41,2,62,41,6,26,16,15,66,56,77,73,92,18,55,54,45,43,40,7,47,3,13,42,49,45,38,40,92,80,55,68,100,27,24,79,21,6,46,5,48,3,67,71,10,96,67,94,28,58,38,35,84,30,2,21,69,87,64,46
69,86,97,17,22,93,27,93,85,54,32,90,6,28,37,16,29,73,73,78,5,78,30,20,39,25,100,22,20,71,96,66,39,76,65,65,43,15,79,44,60,18,15,74,42,58,94,22,64,57,49,64,95,82,64,92,37,87,70,93,42,71,47,33,100,61,65,91,16,38,83,90,98,1,73,83,3,99,31,81,48,14,39,83,66,92,49,95,97,39,25,67,26,38,37,27,98,7,92,12
62,74,14,96,1,96,11,96,4,94,68,18,26,16,89,9,83,3,42,48,60,30,1,26,74,4,84,85,90,41,19,22,23,98,20,70,40,55,10,27,85,99,11,85,48,47,7,4,30,47,41,95,27,6,40,17,22,49,89,4,95,64,53,35,9,71,57,25,59,90,70,68,77,86,10,39,69,91,13,40,7,12,55,34,38,19,47,44,9,66,33,59,18,64,43,10,71,19,27,7
55,59,14,88,20,81,19,7,53,29,81,73,86,79,81,74,56,56,36,80,25,19,17,45,8,96,76,8,83,95,28,56,58,43,9,94,11,87,72,94,91,55,96,41,29,74,39,78,66,38,88,74,16,59,57,13,54,91,5,100,95,47,62,25,2,24,52,24,45,63,71,66,24,31,16,36,74,80,33,17,31,52,15,49,56,67,39,25,5,55,98,80,48,39,43,68,60,1,1,78
78,24,66,51,46,62,39,95,37,64,68,12,96,62,1,84,33,64,33,3,22,85,88,59,8,54,77,37,67,66,6,96,14,31,37,78,48,95,5,18,15,92,91,70,28,11,70,26,98,4,25,53,38,71,9,2,84,26,30,70,47,56,6,41,99,46,7,2,98,25,19,42,74,91,91,34,15,9,37,90,93,94,67,99,85,10,15,8,62,39,25,9,24,47,2,95,18,87,73,1
24,25,34,2,69,89,84,50,8,4,94,48,14,64,59,37,78,38,47,100,73,66,74,60,54,17,98,11,66,11,15,89,29,86,99,33,78,46,7,100,57,98,81,44,59,98,3,79,71,87,2,65,23,91,51,77,48,53,96,87,38,10,3,5,96,5,78,46,78,82,33,66,67,46,58,71,31,93,86,90,69,36,48,95,80,99,82,86,97,16,40,8,31,76,31,16,85,57,81,61
12,2,98,78,47,52,77,7,25,76,64,75,31,74,41,13,88,26,67,29,19,61,7,97,39,37,89,92,54,79,9,98,8,40,29,61,48,27,79,73,39,13,9,22,54,42,89,61,36,97,10,74,3,29,9,73,64,25,77,17,34,82,12,95,79,62,4,70,96,55,17,40,63,33,69,39,34,56,19,85,29,95,44,16,73,75,12,60,13,23,3,50,50,26,28,67,49,9,38,36
36,82,67,36,13,47,99,16,6,19,58,54,6,12,4,8,58,56,65,77,11,48,15,48,38,28,65,5,15,70,72,64,39,74,23,15,32,19,78,53,31,1,3,72,36,80,92,3,75,91,81,88,19,86,26,86,20,84,6,70,49,38,56,4,8,2,69,71,24,21,75,59,86,100,8,4,19,30,10,60,44,31,78,100,58,22,82,58,38,32,78,18,85,69,87,79,26,43,32,40
10,72,92,85,81,25,72,30,24,51,100,64,55,98,44,90,56,76,35,4,46,62,94,63,98,59,91,23,62,11,8,41,88,65,14,1,39,70,99,29,75,2,84,42,55,44,44,91,30,76,99,87,25,41,18,25,100,53,3,85,86,92,61,54,42,63,90,46,7,87,57,82,55,82,36,46,69,2,2,42,37,23,11,63,39,62,83,36,28,11,45,9,83,5,72,91,21,6,90,40
39,78,15,44,8,76,35,17,94,60,6,96,44,13,42,24,72,10,59,88,20,38,89,62,72,65,82,36,38,21,53,45,62,87,91,43,71,13,95,13,98,98,15,92,10,82,23,38,48,29,50,23,100,100,4,62,1,35,93,23,7,84,79,53,36,20,38,10,23,23,75,69,91,30,36,28,57,42,80,56,51,11,70,9,88,34,27,87,13,35,12,22,6,46,23,51,92,21,47,42
98,30,11,61,13,60,54,74,81,24,9,25,20,91,89,77,34,42,85,75,38,87,33,62,35,12,61,90,44,94,78,1,37,40,44,90,90,16,74,14,36,37,93,65,29,49,61,42,76,33,43,31,66,62,88,5,62,26,38,13,53,60,96,9,99,51,63,65,79,61,29,97,2,88,12,34,55,100,26,55,16,61,7,45,75,64,10,7,39,38,100,56,15,80,32,39,78,15,93,83
